NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 21.5 39 89
104 161 267.5 224.5 114.5
186.5 216.5 113.5 107.5 114
10.5 90 288 102 416
273.5 290 87.5 173 69.1
1.8 46.3 95.9 203.7 135.5
246.3 119.3 122 249.6 88.7
132.5 155 95.5 160.7 91.3
33.2 252.7 232.1 392.9 409.4
181.5 179.9 253.1 277.8 58.3
35.4 49.1 49.3 83.2 187.7
123.7 143.1 208.1 92.6 46.1
78.2 87.9 55.7 67.1 111.9
59 207.1 402.8 183.6 332.1
199.5 49.7 144.2 95.2 74.8
201.2 104.8 165.5 152.1 645.9
262.9 190.2 244.9 161 175
115.3 151.6 53.9 84 121.6
304.3 340.4 400.6 165.4 89.2
85.5 92.3 21.1 32.9 45.6
214.1 124 272.4 315.1 275.9
317.9 216.8 325.1 206.8 143.2
68.5 53.7 112 124.7 124.9
424.7 200.9 171.1 234.2 132.7
207.2 185.8 21 17.2 77.5
323.9 36.3 475.3 295 264.5
147.8 238.4 143.4 96.4 65.2
4.5 122.3 117.7 529.1 311.7
242.6 236.5 102.5 72.3 334.5
55.3 149.6 90.6 113 227.6
164.5 463.3 253.3 201.1 194.6
192 64.5 196 38.8 31
81.6 179.1 116 179.2 328.2
169.3 129.9 247.8 71.9 85.8
43.1 45.8 76.7 89.6 408.2
179.1 431.2 457.2 72.6 58.5
85.2 50.2 49.6 79.1 60.3
116.3 400.4 264.7 124.7 409.5
128.7 204.3 170.9 83.9 63.6
106.6 137.6 67.5 109.5 304.3
271.7 297.3 96 103.1 127
96.5 105.5 64 110.7 157.9
195 261.5 173 242 259.8
109.8 118.7 31.6 118.9 203.7
74.7 100.3 306.3 350.5 258.5
179.3 131 25.3 68.7 403.1
39.5 116.8 71.3 167.7 320.3
221.7 164.3 228.7 198.9 89.3
118.8 52.7 87 36.1 127.1
177.5 204.6 215.7 292.6 168.6
216.9 110.5 61.7 48.2 2.6
6.2 27.1 133.1 306.2 198.7
273.2 408.8 137.9 90.5 87.5
84.2 45.8 51.7 50.5 108.3
82.5 80.5 185.1 NA 126.2
141.6 69.5 138.1 53 113.2
85.4 161.2 186.7 240.3 130
334.1 102.8 200.9 54.4 94.3
53.9 15.2 221.4 163.6 NA
NA NA NA NA NA
97.6 52.3 21.9 28.2 38.7
45.4 47.7 320.6 299.3 155.8
84.2 127.1 79.9 35.3 48.6
46.4 38.4 101.7 NA NA
NA NA NA NA NA
NA 17.5 41.4 107.1 93.1
143.8 172 156.9 200.1 214.3
72.4 43.7 5.5 22.2 10
21 193.2 457 204.5 258.1
112.5 130.1 83.9 53.9 187.6
0 25 61.9 155.1 708.4
385.7 161.8 177.4 146.4 123.9
42.5 148.2 28.5 2 89.5
182.7 436.7 389.5 374.2 211
44.9 118.6 56 32.7 2
3.8 49.8 219.6 131.4 351.2
286.6 72.4 191.1 196.4 52.4
79.5 9.3 4 40.9 146.2
50.6 307.6 335.5 255.8 58
80.4 21.5 0.2 4 26.9
55.6 131.8 139.7 234.1 48.1
236.4 47 44.1 68 17.7
32.3 64 0.1 294 176.7
382.6 219.8 134.2 169.6 186.5
108.8 31.8 3.4 0.3 11.4
42.5 131.9 108.8 86 136.2
84.2 0 27.8 14.1 24.5
26 6.1 50.9 194.6 429
109.4 289.2 243.1 37.5 12.2
106.9 13.5 115.8 31.9 89.4
74.3 629.1 113 245.9 237.7
49.3 36.9 68.5 55.5 19.2
99 81.4 375.5 206.7 436
161 53.2 56.6 80.4 0
10.6 132 138.6 126.5 253
152.3 194.1 311.9 176.1 277.6
130.7 40.8 33.4 4.1 22.4
34.9 72.6 335 118.6 94.4
167.7 61.8 76.1 34.4 0
14.3 76.5 194.1 16.8 283
222.9 140 123.6 165.3 70.6
19.6 21.6 0.1 34.8 32.5
422.8 471.7 159.6 243.2 68.2
37.1 84.6 64.6 58.3 30.9
37.7 122.4 118 372.7 392.3
230.5 126.7 147 7.8 188.2
39.2 66.8 8.6 110.5 53.2
187.9 238.5 153.3 49.1 30.9
7 38.9 1.8 17.8 13.1
77.6 290.5 179.4 279.1 262.9
80.3 34.2 23.3 14.1 3.1
20.2 15.6 25.2 300.1 254.1
109.9 306.6 81.8 167.3 119.9
14.9 36.5 81.3 20.8 12.8
83.5 286.2 276 186.7 12.5
71.2 92.2 71.9 45.1 12.6
77.1 126.8 49.1 284.1 176.4
327 120.4 23.8 51.6 0.2
35.3 114.2 23.8 8.5 219.8
248.7 52.6 132.3 61.8 49.8
77.2 140.7 7.5 26 14.1
35.1 166.2 164.3 85.8 220.8
107.9 47.1 23 0 31.8
21.5 80.2 78.1 186.3 380.3
304.2 173.6 226.6 36.4 15.4
27.1 NA NA NA 33.1
166.1 255.9 316.6 246.1 150.6
161 38.8 21.2 5.4 0
26.7 116.4 50.6 0 379.3
105 37.4 117.5 36.6 85
12 37.4 23.9 53.6 125.8
270.9 125.9 NA 132.6 NA
NA NA 23.4 24.4 110.6
187 219 198.1 83.3 124.1
238.5 110.8 105.1 39.8 66.4
7.8 23.7 9.3 202.1 363.9
177.7 100.5 55.4 59.8 25.9
15.8 16.3 13.9 50.5 70.6
115.3 351.8 264.5 108.7 46.9
44.9 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 21 215.9 223 1260.1
492.4 327.1 504.3 297.7 353.5
335.9 58 54 204.7 639.1
46.4 NA 507.8 359.8 388.5
425.4 243.7 225 130.4 8.2
294.9 113 1134 710 504.5
618.5 147.6 156.7 607.3 139.4
381.6 46.2 231.9 381.5 404.5
886.4 912.8 477.8 310 343.7
190.6 181.4 0 81.6 82.5
377.1 243.1 424.1 608.7 286.7
231.5 347.8 104.1 142.8 91.1
71.1 98.9 307.6 648.6 402.1
710.3 974.8 135.5 115.2 205.2
41.2 60.8 NA NA NA
1088.1 487 342.4 958.7 203.9
NA NA NA NA NA
NA NA NA NA NA
635.1 117.8 249.9 260.9 233.9
172.8 100 242.2 389.7 252
492.3 523.1 524.25 NA 91.9
212.2 47.2 222.2 276.5 120.2
188.3 619.95 793.8 343 260.4
275.9 NA 73 544.1 73.6
265.5 123.8 221.7 678.1 571.4
406.6 609.5 393.1 126.9 249.7
64.1 327 141.4 370.4 250.7
522.5 639.3 637.8 372.6 477.2
258.3 124.75 83.75 0.9 2.3
33.8 262.7 551.3 703.5 869.5
751.5 311.8 170 123.6 231.7
10.3 61.2 58.6 347.5 89.55
77.9 415.6 601.4 155.8 255.5
220.9 229.5 202.9 195.8 162.7
289.5 267 876.8 532.0003 1050.4
288.6 481.2 178 120.1 112.1
19.7 262.1 265.8 234.7 383.1
220.6 321.9007 221.9 246.5 115.7
57.5 42.2 33.2 NA 69.3
NA 499.7 465 139.6 NA
NA 172.9 69.8 51.5 60.2
59.1 99.4 290.3 467 397.2
286.6 136.8 102 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA 12.8
62.7 38.5 185.2 283 112
300 147 26 64 6.3
29.5 99.5 40.5 84 108.5
497 208.1 146 133 63
56 94.5 90.5 21 45.5
37.5 286.5 313.5 373.5 136.5
54.5 33 63.5 5 16
45 175 87 241.6 199.7
141.2 258.7 159.4 321.4 163.7
87.8 39 12.3 64.5 71.8
85.1 376.1 192.2 102.1 195.4
93.6 121 85.5 11 42
44.9 222.5 13.8 372.5 226.3
101 106.5 139.8 110.3 26.4
38.5 0 68 52.4 407.5
323.4 185.4 215.4 77.1 49.4
157.8 45.4 116.5 38.7 66
161 145.8 398 250.8 184.1
164.1 122 42.3 97.5 23.5
38.3 50.2 135.7 76.4 174.5
219.4 155.3 82 83.8 29
30 26.3 22 29.5 56.5
325.1 141.4 359.6 431 40.5
25 69.8 14 10.5 27
23 78 281.1 222.4 136
399 99 166.1 82 71
26.1 79.5 44.9 27.3 88
330 181 208.8 60 74
59 66 42.3 19.5 84.7
116.7 133.9 210.9 169.4 256.6
163.7 41.5 50.8 21 47.7
115.5 49 34.3 280.7 311.3
142.5 168.6 101 29.6 44
277.7 18 89.3 17 102.3
240.3 166.1 180.8 188.6 113
29.5 74.8 18.5 78.8 31.8
123.3 72.2 268.3 244.5 207.8
153.7 208.9 75 45.7 31.9
0.4 0 25 91.2 282.3
253.2 410.5 510.2 122.9 140.6
68 172.2 19.6 37.6 26
137.8 79.2 40.5 268.4 212.3
63.5 106 50.6 75 35.3
84.6 63.8 71.3 163 244.9
166.1 376.6 90.3 175.7 18
38 31 6.5 194.8 179.8
136.8 230 91.2 243 162.2
89.8 89 43.5 19.5 9
28 55.8 190.8 243.3 308.6
103 51.5 75 40.7 8.5
16 25 16.3 60 105.5
318.1 335.7 NA 64.5 47.3
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 33.7 213.4 84.2
179.9 147.5 948.2 353.8 208.1
211.7 138.1 120.8 70.3 143
42.9 80.1 88.1 367.7 436.9
606.2 212.2 107.3 54.8 94.1
12.7 36.8 87.4 268.5 175
377 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 158.5 164.8 120
16.1 27.3 74.1 340.6 32.4
678 351 237.3 185.5 249.8
129.2 85 49.1 3 143.9
78.7 797.4 485.4 313.1 352.2
148.6 55.5 288.5 46.5 183.8
28.2 101.1 292.1 211.2 564.9
464.9 317.3 188.3 195.4 51.4
225.1 27.3 33.4 44.2 237.9
61.5 225.2 356 262.7 173.2
203.3 35.5 59.3 39.2 40.2
29.2 104 525.8 191.2 654.4
606.8 50.1 54.1 109.5 32
20.2 38.5 34.5 136.1 357.2
392.1 181.1 554.2 112.6 269.6
151.1 123.5 39 141.3 55.4
45.2 137.7 493.5 322.7 396.8
82.6 127.4 111.5 88.8 41.8
23.3 126.8 151.9 165 283.1
275 316 313.7 66.4 99.1
20.3 68.4 122.6 35.1 58.1
